id,partition,genre,fold_no
ahb-fragment51_744_40_16_1_given,train,news,10
ahb-fragment51_745_41_1_1_expect,train,news,10
ahb-fragment51_745_41_3_1_pay,train,news,10
ahb-fragment51_746_42_3_1_deduct,train,news,10
ahb-fragment51_746_42_8_1_want,train,news,10
ahb-fragment51_746_42_13_1_shop,train,news,10
ahb-fragment51_747_43_10_1_collect,train,news,10
ahb-fragment51_747_43_22_1_deducted,train,news,10
ahb-fragment51_748_44_1_1_letting,train,news,10
ahb-fragment51_748_44_5_1_charge,train,news,10
ahb-fragment51_748_44_12_1_according,train,news,10
ahb-fragment51_749_45_8_1_acting,train,news,10
ahb-fragment51_749_45_13_1_says,train,news,10
ahb-fragment51_750_46_12_1_letting,train,news,10
ahb-fragment51_751_47_3_1_believes,train,news,10
ahb-fragment51_751_47_14_1_letting,train,news,10
ahb-fragment51_752_48_2_1_want,train,news,10
ahb-fragment51_752_48_6_1_licensed,train,news,10
ahb-fragment51_752_48_12_1_think,train,news,10
ahb-fragment51_753_49_9_1_dealing,train,news,10
ahb-fragment51_753_49_20_1_brought,train,news,10
ahb-fragment51_754_50_14_1_said,train,news,10
ahb-fragment51_755_51_6_1_beware,train,news,10
kbd-fragment07_2244_1_3_1_ordered,train,conversation,2
kbd-fragment07_2248_5_3_1_saying,train,conversation,2
kbd-fragment07_2249_6_5_1_go,train,conversation,2
kbd-fragment07_2250_7_3_1_know,train,conversation,2
kbd-fragment07_2251_8_2_1_trying,train,conversation,2
kbd-fragment07_2252_9_3_1_got,train,conversation,2
kbd-fragment07_2255_12_4_1_make,train,conversation,2
kbd-fragment07_2258_15_4_1_seen,train,conversation,2
kbd-fragment07_2258_15_7_1_go,train,conversation,2
kbd-fragment07_2259_16_5_1_come,train,conversation,2
kbd-fragment07_2260_17_2_1_goes,train,conversation,2
kbd-fragment07_2266_23_1_1_mind,train,conversation,2
kbd-fragment07_2266_23_4_1_thought,train,conversation,2
kbd-fragment07_2269_26_4_1_paid,train,conversation,2
kbd-fragment07_2271_28_5_1_paid,train,conversation,2
kbd-fragment07_2272_29_8_1_get,train,conversation,2
kbd-fragment07_2274_31_3_1_mean,train,conversation,2
kbd-fragment07_2280_37_3_1_mean,train,conversation,2
kbd-fragment07_2281_38_3_1_getting,train,conversation,2
kbd-fragment07_2282_39_3_1_getting,train,conversation,2
kbd-fragment07_2282_39_4_1_paid,train,conversation,2
kbd-fragment07_2283_40_1_1_getting,train,conversation,2
kbd-fragment07_2283_40_2_1_paid,train,conversation,2
kbd-fragment07_2284_41_3_1_got,train,conversation,2
kbd-fragment07_2285_42_8_1_think,train,conversation,2
kbd-fragment07_2288_45_1_1_please,train,conversation,2
kbd-fragment07_2288_45_10_1_owed,train,conversation,2
kbd-fragment07_2291_48_7_1_got,train,conversation,2
kbd-fragment07_2291_48_9_1_go,train,conversation,2
kbd-fragment07_2293_50_3_1_need,train,conversation,2
kbd-fragment07_2294_51_4_1_clean,train,conversation,2
kbd-fragment07_2295_52_3_1_know,train,conversation,2
kbd-fragment07_2296_53_1_1_take,train,conversation,2
kbd-fragment07_2297_54_2_1_know,train,conversation,2
kbd-fragment07_2297_54_5_1_get,train,conversation,2
kbd-fragment07_2299_56_3_1_gon,train,conversation,2
kbd-fragment07_2299_56_5_1_get,train,conversation,2
kbd-fragment07_2299_56_10_1_get,train,conversation,2
kbd-fragment07_2300_57_2_1_know,train,conversation,2
kbd-fragment07_2300_57_10_1_activated,train,conversation,2
kbd-fragment07_2302_59_3_1_gon,train,conversation,2
kbd-fragment07_2302_59_5_1_kill,train,conversation,2
kbd-fragment07_2302_59_10_1_know,train,conversation,2
kbd-fragment07_2302_59_11_1_using,train,conversation,2
kbd-fragment07_2304_61_2_1_give,train,conversation,2
kbd-fragment07_2304_61_7_1_give,train,conversation,2
kbd-fragment07_2305_62_3_1_gon,train,conversation,2
kbd-fragment07_2307_64_3_1_gon,train,conversation,2
kbd-fragment07_2307_64_18_1_get,train,conversation,2
kbd-fragment07_2307_64_24_1_need,train,conversation,2
kbd-fragment07_2307_64_26_1_need,train,conversation,2
kbd-fragment07_2309_66_8_1_get,train,conversation,2
kbd-fragment07_2309_66_16_1_get,train,conversation,2
kbd-fragment07_2310_67_9_1_want,train,conversation,2
kbd-fragment07_2317_74_3_1_run,train,conversation,2
kbd-fragment07_2318_75_5_1_run,train,conversation,2
kbd-fragment07_2318_75_8_1_run,train,conversation,2
kbd-fragment07_2319_76_3_1_hope,train,conversation,2
kbd-fragment07_2320_77_2_1_know,train,conversation,2
kbd-fragment07_2320_77_6_1_loathed,train,conversation,2
kbd-fragment07_2320_77_8_1_give,train,conversation,2
kbd-fragment07_2322_79_3_1_know,train,conversation,2
kbd-fragment07_2322_79_6_1_getting,train,conversation,2
kbd-fragment07_2326_83_4_1_came,train,conversation,2
kbd-fragment07_2328_85_2_1_thought,train,conversation,2
kbd-fragment07_2328_85_5_1_coming,train,conversation,2
kbd-fragment07_2328_85_10_1_fucking,train,conversation,2
kbd-fragment07_2329_86_2_1_know,train,conversation,2
kbd-fragment07_2332_89_2_1_walked,train,conversation,2
kbd-fragment07_2332_89_6_1_got,train,conversation,2
kbd-fragment07_2332_89_11_1_went,train,conversation,2
kbd-fragment07_2332_89_14_1_sat,train,conversation,2
kbd-fragment07_2332_89_16_1_watched,train,conversation,2
kbd-fragment07_2340_97_4_1_said,train,conversation,2
kbd-fragment07_2342_99_2_1_got,train,conversation,2
kbd-fragment07_2342_99_11_1_said,train,conversation,2
kbd-fragment07_2342_99_15_1_serving,train,conversation,2
kbd-fragment07_2343_100_3_1_serve,train,conversation,2
kbd-fragment07_2345_102_7_1_talking,train,conversation,2
kbd-fragment07_2347_104_1_1_let,train,conversation,2
kbd-fragment07_2347_104_2_1_giving,train,conversation,2
kbd-fragment07_2348_105_3_1_said,train,conversation,2
kbd-fragment07_2349_106_4_1_seen,train,conversation,2
kbd-fragment07_2350_107_6_1_know,train,conversation,2
kbd-fragment07_2350_107_10_1_drinking,train,conversation,2
kbd-fragment07_2350_107_15_1_go,train,conversation,2
kbd-fragment07_2350_107_17_1_waving,train,conversation,2
kbd-fragment07_2351_108_4_1_take,train,conversation,2
kbd-fragment07_2352_109_2_1_fill,train,conversation,2
kbd-fragment07_2352_109_5_1_take,train,conversation,2
kbd-fragment07_2354_111_3_1_think,train,conversation,2
kbd-fragment07_2358_115_2_1_yeah,train,conversation,2
kbd-fragment07_2359_116_1_1_talking,train,conversation,2
kbd-fragment07_2360_117_1_1_interrupted,train,conversation,2
kbd-fragment07_2362_119_5_1_talking,train,conversation,2
kbd-fragment07_2367_124_3_1_saying,train,conversation,2
kbd-fragment07_2368_125_5_1_mean,train,conversation,2
kbd-fragment07_2368_125_9_1_tell,train,conversation,2
kbd-fragment07_2370_127_3_1_caught,train,conversation,2
kbd-fragment07_2373_130_4_1_lie,train,conversation,2
kbd-fragment07_2376_133_4_1_gon,train,conversation,2
kbd-fragment07_2376_133_6_1_give,train,conversation,2
kbd-fragment07_2376_133_10_1_save,train,conversation,2
kbd-fragment07_2377_134_2_1_know,train,conversation,2
kbd-fragment07_2379_136_3_1_pay,train,conversation,2
kbd-fragment07_2379_136_9_1_smoked,train,conversation,2
kbd-fragment07_2380_137_4_1_give,train,conversation,2
kbd-fragment07_2384_141_3_1_win,train,conversation,2
kbd-fragment07_2386_143_3_1_got,train,conversation,2
kbd-fragment07_2389_146_2_1_put,train,conversation,2
kbd-fragment07_2393_150_3_1_got,train,conversation,2
kbd-fragment07_2394_151_4_1_finish,train,conversation,2
kbd-fragment07_2396_153_4_1_finish,train,conversation,2
kbd-fragment07_2397_154_1_1_get,train,conversation,2
kbd-fragment07_2397_154_7_1_rattle,train,conversation,2
kbd-fragment07_2398_155_4_1_got,train,conversation,2
kbd-fragment07_2399_156_2_1_know,train,conversation,2
kbd-fragment07_2400_157_2_1_bring,train,conversation,2
kbd-fragment07_2401_158_10_1_gone,train,conversation,2
kbd-fragment07_2402_159_4_1_use,train,conversation,2
kbd-fragment07_2402_159_8_1_fucked,train,conversation,2
kbd-fragment07_2403_160_6_1_take,train,conversation,2
kbd-fragment07_2404_161_2_1_bring,train,conversation,2
kbd-fragment07_2405_162_2_1_bring,train,conversation,2
kbd-fragment07_2406_163_3_1_tell,train,conversation,2
kbd-fragment07_2408_165_3_1_take,train,conversation,2
kbd-fragment07_2409_166_4_1_give,train,conversation,2
kbd-fragment07_2410_167_3_1_know,train,conversation,2
kbd-fragment07_2411_168_3_1_take,train,conversation,2
kbd-fragment07_2413_170_3_1_told,train,conversation,2
kbd-fragment07_2414_171_3_1_see,train,conversation,2
kbd-fragment07_2414_171_6_1_see,train,conversation,2
kbd-fragment07_2414_171_10_1_collecting,train,conversation,2
kbd-fragment07_2415_172_1_1_putting,train,conversation,2
kbd-fragment07_2416_173_7_1_carry,train,conversation,2
kbd-fragment07_2423_180_3_1_sold,train,conversation,2
kbd-fragment07_2425_182_2_1_carry,train,conversation,2
kbd-fragment07_2426_183_3_1_sold,train,conversation,2
kbd-fragment07_2426_183_10_1_know,train,conversation,2
kbd-fragment07_2427_184_5_1_sell,train,conversation,2
kbd-fragment07_2427_184_9_1_take,train,conversation,2
kbd-fragment07_2428_185_6_1_brought,train,conversation,2
kbd-fragment07_2429_186_3_1_take,train,conversation,2
kbd-fragment07_2429_186_6_1_sell,train,conversation,2
kbd-fragment07_2431_188_1_1_left,train,conversation,2
kbd-fragment07_2432_189_2_1_mean,train,conversation,2
kbd-fragment07_2433_190_1_1_buy,train,conversation,2
kbd-fragment07_2433_190_9_1_leave,train,conversation,2
kbd-fragment07_2434_191_7_1_leave,train,conversation,2
kbd-fragment07_2436_193_3_1_amazed,train,conversation,2
kbd-fragment07_2437_194_5_1_talking,train,conversation,2
kbd-fragment07_2437_194_12_1_went,train,conversation,2
kbd-fragment07_2438_195_2_1_said,train,conversation,2
kbd-fragment07_2438_195_4_1_hear,train,conversation,2
kbd-fragment07_2438_195_9_1_hear,train,conversation,2
kbd-fragment07_2439_196_3_1_heard,train,conversation,2
kbd-fragment07_2440_197_2_1_goes,train,conversation,2
kbd-fragment07_2443_200_1_1_popping,train,conversation,2
kbd-fragment07_2443_200_8_1_go,train,conversation,2
kbd-fragment07_2445_202_4_1_talking,train,conversation,2
kbd-fragment07_2448_205_2_1_yeah,train,conversation,2
kbd-fragment07_2448_205_4_1_know,train,conversation,2
kbd-fragment07_2449_206_9_1_said,train,conversation,2
kbd-fragment07_2450_207_3_1_getting,train,conversation,2
kbd-fragment07_2451_208_3_1_said,train,conversation,2
kbd-fragment07_2451_208_8_1_guessed,train,conversation,2
kbd-fragment07_2452_209_5_1_went,train,conversation,2
kbd-fragment07_2452_209_10_1_went,train,conversation,2
kbd-fragment07_2453_210_4_1_said,train,conversation,2
kbd-fragment07_2455_212_3_1_said,train,conversation,2
kbd-fragment07_2455_212_5_1_said,train,conversation,2
kbd-fragment07_2456_213_2_1_mentioned,train,conversation,2
kbd-fragment07_2456_213_4_1_told,train,conversation,2
kbd-fragment07_2459_216_2_1_mean,train,conversation,2
kbd-fragment07_2460_217_8_1_get,train,conversation,2
kbd-fragment07_2460_217_15_1_pound,train,conversation,2
kbd-fragment07_2462_219_8_1_making,train,conversation,2
kbd-fragment07_2463_220_4_1_making,train,conversation,2
kbd-fragment07_2463_220_11_1_bound,train,conversation,2
kbd-fragment07_2464_221_3_1_getting,train,conversation,2
kbd-fragment07_2466_223_3_1_getting,train,conversation,2
kbd-fragment07_2467_224_4_1_think,train,conversation,2
kbd-fragment07_2467_224_7_1_got,train,conversation,2
kbd-fragment07_2468_225_5_1_thought,train,conversation,2
kbd-fragment07_2468_225_8_1_bother,train,conversation,2
kbd-fragment07_2470_227_15_1_mean,train,conversation,2
kbd-fragment07_2471_228_5_1_need,train,conversation,2
kbd-fragment07_2472_229_5_1_need,train,conversation,2
kbd-fragment07_2473_230_2_1_mind,train,conversation,2
kbd-fragment07_2473_230_11_1_gave,train,conversation,2
kbd-fragment07_2473_230_20_1_seeing,train,conversation,2
kbd-fragment07_2476_233_7_1_lying,train,conversation,2
kbd-fragment07_2477_234_5_1_left,train,conversation,2
kbd-fragment07_2477_234_8_1_playing,train,conversation,2
kbd-fragment07_2488_245_3_1_went,train,conversation,2
kbd-fragment07_2488_245_4_1_ran,train,conversation,2
kbd-fragment07_2489_246_3_1_cope,train,conversation,2
kbd-fragment07_2490_247_1_1_seeing,train,conversation,2
kbd-fragment07_2494_251_4_1_get,train,conversation,2
kbd-fragment07_2494_251_9_1_stuck,train,conversation,2
kbd-fragment07_2494_251_14_1_hope,train,conversation,2
kbd-fragment07_2494_251_16_1_comes,train,conversation,2
kbd-fragment07_2497_254_5_1_get,train,conversation,2
kbd-fragment07_2500_257_5_1_opens,train,conversation,2
kbd-fragment07_2502_259_2_1_mean,train,conversation,2
kbd-fragment07_2502_259_5_1_opened,train,conversation,2
kbd-fragment07_2512_269_14_1_get,train,conversation,2
kbd-fragment07_2512_269_21_1_got,train,conversation,2
kbd-fragment07_2516_273_1_1_see,train,conversation,2
kbd-fragment07_2517_274_9_1_take,train,conversation,2
kbd-fragment07_2522_279_2_1_mean,train,conversation,2
kbd-fragment07_2522_279_4_1_think,train,conversation,2
kbd-fragment07_2522_279_7_1_think,train,conversation,2
kbd-fragment07_2522_279_14_1_thought,train,conversation,2
kbd-fragment07_2523_280_4_1_think,train,conversation,2
kbd-fragment07_2524_281_4_1_think,train,conversation,2
kbd-fragment07_2524_281_9_1_know,train,conversation,2
kbd-fragment07_2525_282_2_1_think,train,conversation,2
kbd-fragment07_2526_283_2_1_mean,train,conversation,2
kbd-fragment07_2527_284_3_1_thought,train,conversation,2
kbd-fragment07_2528_285_2_1_get,train,conversation,2
kbd-fragment07_2530_287_5_1_opened,train,conversation,2
kbd-fragment07_2536_293_1_1_mind,train,conversation,2
kbd-fragment07_2537_294_2_1_fucking,train,conversation,2
kbd-fragment07_2537_294_3_1_tell,train,conversation,2
kbd-fragment07_2537_294_9_1_thought,train,conversation,2
kbd-fragment07_2541_298_3_1_mean,train,conversation,2
kbd-fragment07_2541_298_6_1_banging,train,conversation,2
kbd-fragment07_2541_298_9_1_banging,train,conversation,2
kbd-fragment07_2545_302_4_1_fifteen,train,conversation,2
kbd-fragment07_2547_304_2_1_mean,train,conversation,2
kbd-fragment07_2548_305_8_1_think,train,conversation,2
kbd-fragment07_2549_306_20_1_think,train,conversation,2
kbd-fragment07_2550_307_3_1_used,train,conversation,2
kbd-fragment07_2550_307_5_1_put,train,conversation,2
kbd-fragment07_2550_307_7_1_mean,train,conversation,2
kbd-fragment07_2550_307_9_1_put,train,conversation,2
kbd-fragment07_2551_308_10_1_know,train,conversation,2
kbd-fragment07_2553_310_12_1_fit,train,conversation,2
kbd-fragment07_2554_311_3_1_reckon,train,conversation,2
kbd-fragment07_2554_311_7_1_reckon,train,conversation,2
kbd-fragment07_2554_311_19_1_know,train,conversation,2
kbd-fragment07_2555_312_5_1_fucking,train,conversation,2
kbd-fragment07_2556_313_18_1_mean,train,conversation,2
kbd-fragment07_2556_313_24_1_crushed,train,conversation,2
kbd-fragment07_2556_313_29_1_mean,train,conversation,2
kbd-fragment07_2559_316_5_1_mean,train,conversation,2
kbd-fragment07_2563_320_2_1_mean,train,conversation,2
kbd-fragment07_2563_320_6_1_know,train,conversation,2
kbd-fragment07_2563_320_9_1_see,train,conversation,2
kbd-fragment07_2563_320_11_1_left,train,conversation,2
kbd-fragment07_2563_320_15_1_come,train,conversation,2
kbd-fragment07_2563_320_19_1_left,train,conversation,2
kbd-fragment07_2563_320_32_1_go,train,conversation,2
kbd-fragment07_2563_320_47_1_think,train,conversation,2
kbd-fragment07_2563_320_49_1_got,train,conversation,2
kbd-fragment07_2565_322_2_1_get,train,conversation,2
kbd-fragment07_2565_322_5_1_fucking,train,conversation,2
kbd-fragment07_2566_323_2_1_know,train,conversation,2
kbd-fragment07_2568_325_3_1_betrayed,train,conversation,2
kbd-fragment07_2568_325_8_1_left,train,conversation,2
kbd-fragment07_2569_326_3_1_left,train,conversation,2
kbd-fragment07_2570_327_4_1_leave,train,conversation,2
kbd-fragment07_2571_328_3_1_fled,train,conversation,2
kbd-fragment07_2572_329_2_1_gone,train,conversation,2
kbd-fragment07_2572_329_4_1_work,train,conversation,2
kbd-fragment07_2573_330_7_1_reckon,train,conversation,2
kbd-fragment07_2574_331_4_1_go,train,conversation,2
kbd-fragment07_2575_332_2_1_cos,train,conversation,2
kbd-fragment07_2575_332_4_1_thought,train,conversation,2
kbd-fragment07_2577_334_2_1_cos,train,conversation,2
kbd-fragment07_2577_334_6_1_coming,train,conversation,2
kbd-fragment07_2577_334_14_1_quid,train,conversation,2
kbd-fragment07_2577_334_18_1_working,train,conversation,2
kbd-fragment07_2579_336_2_1_know,train,conversation,2
kbd-fragment07_2582_339_4_1_secured,train,conversation,2
kbd-fragment07_2582_339_8_1_secured,train,conversation,2
kbd-fragment07_2585_342_12_1_guaranteed,train,conversation,2
kbd-fragment07_2586_343_1_1_going,train,conversation,2
kbd-fragment07_2589_346_6_1_come,train,conversation,2
kbd-fragment07_2590_347_1_1_get,train,conversation,2
kbd-fragment07_2590_347_4_1_going,train,conversation,2
kbd-fragment07_2591_348_2_1_mean,train,conversation,2
kbd-fragment07_2591_348_12_1_see,train,conversation,2
kbd-fragment07_2591_348_16_1_start,train,conversation,2
kbd-fragment07_2593_350_2_1_mean,train,conversation,2
kbd-fragment07_2595_352_2_1_know,train,conversation,2
kbd-fragment07_2595_352_11_1_draw,train,conversation,2
kbd-fragment07_2595_352_16_1_cos,train,conversation,2
kbd-fragment07_2595_352_20_1_go,train,conversation,2
kbd-fragment07_2596_353_6_1_think,train,conversation,2
kbd-fragment07_2598_355_2_1_think,train,conversation,2
kbd-fragment07_2598_355_6_1_go,train,conversation,2
kbd-fragment07_2604_361_14_1_like,train,conversation,2
kbd-fragment07_2604_361_16_1_go,train,conversation,2
kbd-fragment07_2604_361_18_1_see,train,conversation,2
kbd-fragment07_2604_361_25_1_like,train,conversation,2
kbd-fragment07_2604_361_30_1_prefer,train,conversation,2
kbd-fragment07_2604_361_32_1_prefer,train,conversation,2
kbd-fragment07_2609_366_3_1_seeing,train,conversation,2
kbd-fragment07_2611_368_12_1_like,train,conversation,2
kbd-fragment07_2614_371_14_1_gon,train,conversation,2
kbd-fragment07_2614_371_17_1_mimed,train,conversation,2
kbd-fragment07_2615_372_3_1_blooming,train,conversation,2
kbd-fragment07_2615_372_6_1_canceling,train,conversation,2
kbd-fragment07_2617_374_1_1_messed,train,conversation,2
kbd-fragment07_2618_375_5_1_wanted,train,conversation,2
kbd-fragment07_2618_375_7_1_go,train,conversation,2
kbd-fragment07_2618_375_9_1_see,train,conversation,2
kbd-fragment07_2619_376_3_1_gon,train,conversation,2
kbd-fragment07_2619_376_5_1_go,train,conversation,2
kbd-fragment07_2621_378_5_1_said,train,conversation,2
kbd-fragment07_2621_378_9_1_go,train,conversation,2
kbd-fragment07_2621_378_17_1_said,train,conversation,2
kbd-fragment07_2621_378_22_1_traipsing,train,conversation,2
kbd-fragment07_2621_378_27_1_know,train,conversation,2
kbd-fragment07_2622_379_7_1_moaning,train,conversation,2
kbd-fragment07_2623_380_3_1_take,train,conversation,2
kbd-fragment07_2623_380_11_1_watch,train,conversation,2
kbd-fragment07_2623_380_20_1_said,train,conversation,2
kbd-fragment07_2624_381_3_1_said,train,conversation,2
kbd-fragment07_2625_382_2_1_said,train,conversation,2
kbd-fragment07_2629_386_11_1_go,train,conversation,2
kbd-fragment07_2630_387_3_1_said,train,conversation,2
kbd-fragment07_2633_390_4_1_came,train,conversation,2
kbd-fragment07_2633_390_11_1_canceled,train,conversation,2
kbd-fragment07_2636_393_2_1_see,train,conversation,2
kbd-fragment07_2638_395_5_1_told,train,conversation,2
kbd-fragment07_2652_409_4_1_seeing,train,conversation,2
kbd-fragment07_2653_410_9_1_striped,train,conversation,2
kbd-fragment07_2655_412_1_1_stuck,train,conversation,2
kbd-fragment07_2656_413_3_1_noticed,train,conversation,2
kbd-fragment07_2658_415_2_1_dressing,train,conversation,2
kbd-fragment07_2659_416_8_1_heard,train,conversation,2
kbd-fragment07_2662_419_2_1_thought,train,conversation,2
kbd-fragment07_2662_419_5_1_going,train,conversation,2
kbd-fragment07_2662_419_8_1_meeting,train,conversation,2
kbd-fragment07_2663_420_5_1_start,train,conversation,2
kbd-fragment07_2666_423_13_1_going,train,conversation,2
kbd-fragment07_2667_424_5_1_called,train,conversation,2
kbd-fragment07_2668_425_5_1_know,train,conversation,2
kbd-fragment07_2672_429_6_1_know,train,conversation,2
kbd-fragment07_2673_430_4_1_know,train,conversation,2
kbd-fragment07_2673_430_8_1_going,train,conversation,2
kbd-fragment07_2673_430_22_1_seeing,train,conversation,2
kbd-fragment07_2673_430_23_1_meeting,train,conversation,2
kbd-fragment07_2674_431_7_1_invested,train,conversation,2
kbd-fragment07_2674_431_11_1_invested,train,conversation,2
kbd-fragment07_2677_434_2_1_agree,train,conversation,2
kbd-fragment07_2678_435_4_1_fucking,train,conversation,2
kbd-fragment07_2679_436_8_1_starting,train,conversation,2
kbd-fragment07_2682_439_3_1_remember,train,conversation,2
kbd-fragment07_2682_439_5_1_said,train,conversation,2
kbd-fragment07_2683_440_6_1_expose,train,conversation,2
kbd-fragment07_2683_440_12_1_leaderships,train,conversation,2
kbd-fragment07_2684_441_3_1_see,train,conversation,2
kbd-fragment07_2686_443_3_1_mean,train,conversation,2
kbd-fragment07_2686_443_7_1_getting,train,conversation,2
kbd-fragment07_2688_445_9_1_got,train,conversation,2
kbd-fragment07_2689_446_2_1_think,train,conversation,2
kbd-fragment07_2689_446_8_1_got,train,conversation,2
kbd-fragment07_2690_447_9_1_call,train,conversation,2
kbd-fragment07_2697_454_3_1_gon,train,conversation,2
kbd-fragment07_2698_455_3_1_saying,train,conversation,2
kbd-fragment07_2698_455_5_1_erm,train,conversation,2
kbd-fragment07_2698_455_9_1_know,train,conversation,2
kbd-fragment07_2698_455_12_1_realize,train,conversation,2
kbd-fragment07_2698_455_19_1_getting,train,conversation,2
kbd-fragment07_2698_455_25_1_cos,train,conversation,2
kbd-fragment07_2700_457_4_1_arrested,train,conversation,2
kbd-fragment07_2709_466_5_1_said,train,conversation,2
kbd-fragment07_2709_466_8_1_know,train,conversation,2
kbd-fragment07_2709_466_11_1_saying,train,conversation,2
kbd-fragment07_2709_466_25_1_said,train,conversation,2
kbd-fragment07_2709_466_33_1_got,train,conversation,2
kbd-fragment07_2709_466_38_1_positioned,train,conversation,2
kbd-fragment07_2709_466_43_1_lived,train,conversation,2
kbd-fragment07_2709_466_50_1_sit,train,conversation,2
kbd-fragment07_2710_467_1_1_photographing,train,conversation,2
kbd-fragment07_2710_467_3_1_comes,train,conversation,2
kbd-fragment07_2711_468_11_1_interviewed,train,conversation,2
kbd-fragment07_2711_468_24_1_trying,train,conversation,2
kbd-fragment07_2711_468_26_1_get,train,conversation,2
kcf-fragment14_1221_1_4_1_mind,train,conversation,2
kcf-fragment14_1221_1_6_1_taking,train,conversation,2
kcf-fragment14_1222_2_5_1_mind,train,conversation,2
kcf-fragment14_1223_3_4_1_got,train,conversation,2
kcf-fragment14_1223_3_6_1_give,train,conversation,2
kcf-fragment14_1223_3_12_1_gon,train,conversation,2
kcf-fragment14_1225_5_3_1_looks,train,conversation,2
kcf-fragment14_1226_6_4_1_help,train,conversation,2
kcf-fragment14_1226_6_5_1_come,train,conversation,2
kcf-fragment14_1230_10_3_1_going,train,conversation,2
kcf-fragment14_1230_10_6_1_gon,train,conversation,2
kcf-fragment14_1230_10_8_1_leave,train,conversation,2
kcf-fragment14_1234_14_6_1_gon,train,conversation,2
kcf-fragment14_1234_14_8_1_give,train,conversation,2
kcf-fragment14_1238_18_3_1_coming,train,conversation,2
kcf-fragment14_1238_18_6_1_yeah,train,conversation,2
kcf-fragment14_1239_19_6_1_comes,train,conversation,2
kcf-fragment14_1239_19_10_1_got,train,conversation,2
kcf-fragment14_1242_22_3_1_ai,train,conversation,2
kcf-fragment14_1244_24_5_1_come,train,conversation,2
kcf-fragment14_1244_24_7_1_visit,train,conversation,2
kcf-fragment14_1244_24_9_1_play,train,conversation,2
kcf-fragment14_1246_26_2_1_go,train,conversation,2
kcf-fragment14_1246_26_4_1_bank,train,conversation,2
kcf-fragment14_1246_26_6_1_see,train,conversation,2
kcf-fragment14_1246_26_10_1_cost,train,conversation,2
kcf-fragment14_1249_29_3_1_borrow,train,conversation,2
kcf-fragment14_1249_29_13_1_comes,train,conversation,2
kcf-fragment14_1251_31_4_1_think,train,conversation,2
kcf-fragment14_1252_32_6_1_said,train,conversation,2
kcf-fragment14_1253_33_2_1_depends,train,conversation,2
kcf-fragment14_1254_34_4_1_got,train,conversation,2
kcf-fragment14_1254_34_8_1_got,train,conversation,2
kcf-fragment14_1254_34_15_1_go,train,conversation,2
kcf-fragment14_1254_34_17_1_see,train,conversation,2
kcf-fragment14_1255_35_9_1_getting,train,conversation,2
kcf-fragment14_1255_35_16_1_bash,train,conversation,2
kcf-fragment14_1255_35_22_1_pay,train,conversation,2
kcf-fragment14_1258_38_2_1_cos,train,conversation,2
kcf-fragment14_1258_38_5_1_depend,train,conversation,2
kcf-fragment14_1264_44_4_1_matter,train,conversation,2
kcf-fragment14_1264_44_7_1_said,train,conversation,2
kcf-fragment14_1267_47_3_1_come,train,conversation,2
kcf-fragment14_1267_47_7_1_got,train,conversation,2
kcf-fragment14_1269_49_1_1_take,train,conversation,2
kcf-fragment14_1269_49_4_1_want,train,conversation,2
kcf-fragment14_1269_49_6_1_leave,train,conversation,2
kcf-fragment14_1269_49_12_1_get,train,conversation,2
kcf-fragment14_1270_50_3_1_like,train,conversation,2
kcf-fragment14_1270_50_5_1_come,train,conversation,2
kcf-fragment14_1271_51_5_1_make,train,conversation,2
kcf-fragment14_1272_52_3_1_phoned,train,conversation,2
kcf-fragment14_1273_53_1_1_going,train,conversation,2
kcf-fragment14_1277_57_5_1_think,train,conversation,2
kcf-fragment14_1278_58_2_1_think,train,conversation,2
kcf-fragment14_1279_59_2_1_know,train,conversation,2
kcf-fragment14_1280_60_2_1_said,train,conversation,2
kcf-fragment14_1280_60_4_1_come,train,conversation,2
kcf-fragment14_1282_62_5_1_need,train,conversation,2
kcf-fragment14_1283_63_4_1_mean,train,conversation,2
kcf-fragment14_1283_63_7_1_allowed,train,conversation,2
kcf-fragment14_1283_63_10_1_put,train,conversation,2
kcf-fragment14_1284_64_9_1_fitted,train,conversation,2
kcf-fragment14_1284_64_14_1_get,train,conversation,2
kcf-fragment14_1286_66_3_1_get,train,conversation,2
kcf-fragment14_1286_66_5_1_tested,train,conversation,2
kcf-fragment14_1289_69_2_1_want,train,conversation,2
kcf-fragment14_1291_71_3_1_tell,train,conversation,2
kcf-fragment14_1291_71_8_1_like,train,conversation,2
kcf-fragment14_1291_71_10_1_know,train,conversation,2
kcf-fragment14_1292_72_5_1_cost,train,conversation,2
kcf-fragment14_1292_72_7_1_get,train,conversation,2
kcf-fragment14_1293_73_7_1_look,train,conversation,2
kcf-fragment14_1294_74_2_1_go,train,conversation,2
kcf-fragment14_1298_78_1_1_listen,train,conversation,2
kcf-fragment14_1300_80_5_1_know,train,conversation,2
kcf-fragment14_1303_83_4_1_put,train,conversation,2
kcf-fragment14_1303_83_9_1_cos,train,conversation,2
kcf-fragment14_1303_83_12_1_gon,train,conversation,2
kcf-fragment14_1310_90_3_1_wan,train,conversation,2
kcf-fragment14_1311_91_1_1_come,train,conversation,2
kcf-fragment14_1312_92_1_1_come,train,conversation,2
kcf-fragment14_1314_94_1_1_come,train,conversation,2
kcf-fragment14_1315_95_2_1_think,train,conversation,2
